;id;article;ean_13;name;cost;recommended_price;category_id;ozon_name;name_1c;wb_name;ozon_article;wb_article;ym_article;wb_article_td
396;258;003-5;4680008140104.0;Антисептик для внутренних работPROSEPT INTERIORконцентрат 1:10 / 5 л;820.0;1953.0;20.0;Антисептик для внутренних работ PROSEPT INTERIOR, концентрат, 5 л.;Антисептик для внутренних работ PROSEPT INTERIOR, концентрат, 5 л.;Антисептик для внутренних работ PROSEPT INTERIOR, концентрат, 5 л.;189522704.0;150033469.0;003-5;
397;416;068-5;4680008149619.0;Антисептик многофункциональный ФБС, ГОСТ / 5 л;198.0;414.0;20.0;Антисептик многофункциональный PROSEPT ФБС ГОСТ, 5 л.;Антисептик многофункциональный PROSEPT ФБС ГОСТ, 5 л.;Антисептик многофункциональный PROSEPT ФБС ГОСТ, 5 л.;253565308.0;150033501.0;068-5;
398;320;004-025;4680008143242.0;Масло для защиты полков в саунах и банях SAUNA OIL / 0,25 л;175.0;418.0;32.0;Масло для защиты дерева и полков PROSEPT SAUNA OIL, 250 мл.;Масло для защиты дерева и полков PROSEPT SAUNA OIL, 250 мл.;Масло для защиты дерева и полков PROSEPT SAUNA OIL, 250 мл.;189522706.0;150124412.0;004-025;
399;251;061-20;4680008148926.0;Антисептик невымываемыйPROSEPT ULTRAкоричневый концентрат 1:10 / 20л;5414.0;10126.0;20.0;Антисептик невымываемый PROSEPT ULTRA, коричневый, концентрат, 20 л.;Антисептик невымываемый PROSEPT ULTRA, коричневый, концентрат, 20 л.;Антисептик невымываемый PROSEPT ULTRA, коричневый, концентрат, 20 л.;253565306.0;150033488.0;061-20;
400;257;003-1;4680008140098.0;Антисептик для внутренних работPROSEPT INTERIORконцентрат 1:10 / 1 л;211.0;504.0;20.0;Антисептик для внутренних работ PROSEPT INTERIOR, концентрат, 1 л.;Антисептик для внутренних работ PROSEPT INTERIOR, концентрат, 1 л.;Антисептик для внутренних работ PROSEPT INTERIOR, концентрат, 1 л.;189522708.0;150033495.0;003-1;
401;417;068-10;4680008149824.0;Антисептик многофункциональный ФБС, ГОСТ / 10 л;372.0;779.0;20.0;Антисептик многофункциональный PROSEPT ФБС ГОСТ, 10 л.;Антисептик многофункциональный PROSEPT ФБС ГОСТ, 10 л.;Антисептик многофункциональный PROSEPT ФБС ГОСТ, 10 л.;253565307.0;150033498.0;068-10;
402;250;061-5;4680008148841.0;Антисептик невымываемыйPROSEPT ULTRAкоричневый концентрат 1:10 / 5 л;1729.0;4121.0;20.0;Антисептик невымываемый PROSEPT ULTRA, коричневый, концентрат, 5 л.;Антисептик невымываемый PROSEPT ULTRA, коричневый, концентрат, 5 л.;Антисептик невымываемый PROSEPT ULTRA, коричневый, концентрат, 5 л.;253565311.0;150033490.0;061-5;
403;255;002-20;4680008140081.0;Антисептик трудновымываемый для наружных работ PROSEPT EXTERIORконцентрат 1:19 / 20 л;4302.0;8045.0;20.0;Антисептик для наружных работ PROSEPT EXTERIOR, концентрат, 20 л.;Антисептик для наружных работ PROSEPT EXTERIOR, концентрат, 20 л.;Антисептик для наружных работ PROSEPT EXTERIOR, концентрат, 20 л.;189522841.0;150033506.0;002-20;
404;217;004-1/1;4610093420577.0;Масло для защиты полков в саунах и баняхPROSEPT SAUNA OILготовый  состав  /  1 л;487.0;1160.0;32.0;Масло для защиты дерева и полков PROSEPT SAUNA OIL, 1 л.;Масло для защиты дерева и полков PROSEPT SAUNA OIL, 1 л.;Масло для защиты дерева и полков PROSEPT SAUNA OIL, 1 л.;453184311.0;150124413.0;004-1/1;
405;253;002-1;4680008140050.0;Антисептик трудновымываемый для наружных работ PROSEPT EXTERIORконцентрат 1:19 / 1 л;298.0;708.0;20.0;Антисептик для наружных работ PROSEPT EXTERIOR, концентрат, 1 л.;Антисептик для наружных работ PROSEPT EXTERIOR, концентрат, 1 л.;Антисептик для наружных работ PROSEPT EXTERIOR, концентрат, 1 л.;189522709.0;150033502.0;002-1;
406;312;063-10;4680008149565.0;ОГНЕБИОЗАЩИТА  I группа, бесцветный готовый состав / 10 кг;714.0;1609.0;38.0;PROSEPT огнебиозащита для древесины. Высшая (1-ая) группа, 10л.;PROSEPT огнебиозащита для древесины. Высшая (1-ая) группа, 10л.;PROSEPT огнебиозащита для древесины. Высшая (1-ая) группа, 10л.;452497003.0;150123392.0;063-10;
407;452;064-10и;4680008149541.0;ОГНЕБИОЗАЩИТА для древесины 2 группа, красный готовый  состав / 10 кг;409.0;888.0;38.0;PROSEPT огнебиозащита для древесины с цветовой индикацией. 2-ая группа, 10 л.;PROSEPT огнебиозащита для древесины с цветовой индикацией. 2-ая группа, 10 л.;PROSEPT огнебиозащита для древесины с цветовой индикацией. 2-ая группа, 10 л.;452551327.0;150123490.0;064-10и;
408;401;022-1;4680008140456.0;Удалитель цемента CEMENT CLEANER концентрат 1:2 / 1 л;275.0;654.0;35.0;Удалитель цемента PROSEPT CEMENT CLEANER, концентрат, 1л.;Удалитель цемента PROSEPT CEMENT CLEANER, концентрат, 1л.;Удалитель цемента PROSEPT CEMENT CLEANER, концентрат, 1л.;189522725.0;149982743.0;022-1;
409;286;016-5;4680008140326.0;Антисептик для бани и сауны ECO SAUNA готовый состав / 5 л;256.0;610.0;20.0;Антисептик для бани и сауны PROSEPT ECO SAUNA, 5 л.;Антисептик для бани и сауны PROSEPT ECO SAUNA, 5 л.;Антисептик для бани и сауны PROSEPT ECO SAUNA, 5 л.;189522748.0;150033553.0;016-5;
410;479;063-20и;4680008149527.0;PROSEPT огнебиозащита для древесины с цветовой индикацией. Высшая (1-ая) группа, 20л.;1548.0;3036.0;;;PROSEPT огнебиозащита для древесины с цветовой индикацией. Высшая (1-ая) группа, 20л.;;452526344.0;150123487.0;063-20и;
411;246;008-5;4680008140241.0;Антисептик невымываемыйPROSEPT ULTRAконцентрат 1:10  / 5 л;1729.0;4121.0;20.0;Антисептик невымываемый для ответственных конструкций PROSEPT ULTRA, концентрат, 5 л.;Антисептик невымываемый для ответственных конструкций PROSEPT ULTRA, концентрат, 5 л.;Антисептик невымываемый для ответственных конструкций PROSEPT ULTRA, концентрат, 5 л.;189522714.0;150033486.0;008-5;
412;287;016-10;4680008140333.0;Антисептик для бани и сауны ECO SAUNAготовый состав / 10 л;473.0;1126.0;20.0;Антисептик для бани и сауны PROSEPT ECO SAUNA, 10 л.;Антисептик для бани и сауны PROSEPT ECO SAUNA, 10 л.;Антисептик для бани и сауны PROSEPT ECO SAUNA, 10 л.;189522752.0;150033020.0;016-10;
413;247;008-20;4680008140678.0;Антисептик невымываемыйPROSEPT ULTRAконцентрат 1:10 / 20 л;5414.0;10126.0;20.0;Антисептик невымываемый для ответственных конструкций PROSEPT ULTRA, концентрат, 20 л.;Антисептик невымываемый для ответственных конструкций PROSEPT ULTRA, концентрат, 20 л.;Антисептик невымываемый для ответственных конструкций PROSEPT ULTRA, концентрат, 20 л.;189522840.0;150033489.0;008-20;
414;409;065-5;4680008149657.0;Антисептик невымываемый ХМ-11, ГОСТ / 5 л;268.0;561.0;20.0;Антисептик невымываемый PROSEPT ХМ-11 ГОСТ, 5 л.;Антисептик невымываемый PROSEPT ХМ-11 ГОСТ, 5 л.;Антисептик невымываемый PROSEPT ХМ-11 ГОСТ, 5 л.;253565299.0;150033500.0;065-5;
415;402;022-5;4680008140708.0;Удалитель цемента CEMENT CLEANER концентрат 1:2 / 5 л;1147.0;2734.0;35.0;Удалитель цемента PROSEPT CEMENT CLEANER, концентрат, 5л.;Удалитель цемента PROSEPT CEMENT CLEANER, концентрат, 5л.;Удалитель цемента PROSEPT CEMENT CLEANER, концентрат, 5л.;189522729.0;149982746.0;022-5;
416;410;065-10;4680008149831.0;Антисептик невымываемый ХМ-11, ГОСТ / 10 л;511.0;1070.0;20.0;Антисептик невымываемый PROSEPT ХМ-11 ГОСТ, 10 л.;Антисептик невымываемый PROSEPT ХМ-11 ГОСТ, 10 л.;Антисептик невымываемый PROSEPT ХМ-11 ГОСТ, 10 л.;253565300.0;150033503.0;065-10;
417;313;063-10и;4680008149510.0;ОГНЕБИОЗАЩИТА I группа, красный  готовый состав / 10 кг;791.0;1609.0;38.0;PROSEPT огнебиозащита для древесины с цветовой индикацией. Высшая (1-ая) группа, 10л.;PROSEPT огнебиозащита для древесины с цветовой индикацией. Высшая (1-ая) группа, 10л.;PROSEPT огнебиозащита для древесины с цветовой индикацией. Высшая (1-ая) группа, 10л.;452523173.0;150123486.0;063-10и;
418;476;064-10;4680008149534.0;ОГНЕБИОЗАЩИТА для древесины 2 группа, бесцветный  готовый состав / 10 кг;409.0;888.0;38.0;;ОГНЕБИОЗАЩИТА 2 группа, бесцветный  готовый состав / 10 кг;;452532931.0;150123393.0;064-10;
419;26;230-1;4680008144522.0;Универсальный концентрат для мытья половMultipower FLOOR концентрат 1:10-1:200 / 1 л;101.0;236.0;50.0;Средство для мытья полов PROSEPT Multipower FLOOR, 1л.;Средство для мытья полов PROSEPT Multipower FLOOR, 1л.;Средство для мытья полов PROSEPT Multipower FLOOR, 1л.;417953523.0;151231988.0;230-1;230-10
420;117;250-5;4680008145253.0;Универсальный пенный обезжириватель для  пищевого  производства с антимикробным эффектомDuty Foamконцентрат 1:20-1:100 / 5 л ;705.0;1646.0;40.0;Профессиональный пенный обезжириватель для пищевого производства с антимикробным эффектом PROSEPT Duty Foam, 5 л.;Профессиональный пенный обезжириватель для пищевого производства с антимикробным эффектом PROSEPT Duty Foam, 5 л.;Профессиональный пенный обезжириватель для пищевого производства с антимикробным эффектом PROSEPT Duty Foam, 5 л.;451954968.0;149705828.0;250-5;
421;38;246-1;4680008145031.0;Концентрат для мытья половMULTIPOWER с ароматом цитрусаконцентрат / 1 л;101.94;239.0;50.0;Средство для мытья полов PROSEPT Multipower citrus, 1л.;Средство для мытья полов PROSEPT Multipower citrus, 1л.;Средство для мытья полов PROSEPT Multipower citrus, 1л.;417953521.0;151231986.0;246-1;
422;120;122-5;4680008141521.0;Средство для удаления напольных защитных покрытийDuty Stripperконцентрат 1:20-1:50 / 5 л;827.0;1932.0;35.0;Средство для удаления напольных защитных покрытий PROSEPT Duty Stripper, 5 л.;Средство для удаления напольных защитных покрытий PROSEPT Duty Stripper, 5 л.;Средство для удаления напольных защитных покрытий PROSEPT Duty Stripper, 5 л.;451961863.0;149994783.0;122-5;
423;109;121-5;4680008141804.0;Средство для обезжиривания поверхностей и удаления стойких запаховDuty Citrus концентрат 1:1-1:30 / 5 л;980.0;2290.0;50.0;Средство для обезжиривания поверхностей и удаления стойких запахов PROSEPT Duty Citrus, 5 л.;Средство для обезжиривания поверхностей и удаления стойких запахов PROSEPT Duty Citrus, 5 л.;Средство для обезжиривания поверхностей и удаления стойких запахов PROSEPT Duty Citrus, 5 л.;451775244.0;151231981.0;121-5;
424;108;121-1;4680008141798.0;Средство для обезжиривания поверхностей и удаления стойких запаховDuty Citrus концентрат 1:1-1:30 / 1 л;245.0;572.0;50.0;Универсальное средство для обезжиривания поверхностей и удаления стойких запахов PROSEPT Duty Citrus, 1л.;Универсальное средство для обезжиривания поверхностей и удаления стойких запахов PROSEPT Duty Citrus, 1л.;Универсальное средство для обезжиривания поверхностей и удаления стойких запахов PROSEPT Duty Citrus, 1л.;451769144.0;151231978.0;121-1;
425;472;064-20и;4680008149558.0;ОГНЕБИОЗАЩИТА для древесины 2 группа, красный готовый состав / 20 кг;828.0;1771.0;38.0;PROSEPT огнебиозащита для древесины с цветовой индикацией. 2-ая группа, 20 л.;PROSEPT огнебиозащита с цветовой индикацией. 2-ая группа, 20 л.;PROSEPT огнебиозащита для древесины с цветовой индикацией. 2-ая группа, 20 л.;452556510.0;150123491.0;064-20и;
426;27;230-5;4680008144539.0;Универсальный концентрат для мытья половMultipower FLOOR концентрат 1:10-1:200 / 5 л;342.53;800.0;50.0;Средство для мытья полов PROSEPT Multipower FLOOR, 5л.;Средство для мытья полов PROSEPT Multipower FLOOR, 5л.;Средство для мытья полов PROSEPT Multipower FLOOR, 5л.;417953522.0;151231987.0;230-5;230-50
427;48;108-5;4680008141316.0;Средство для уборки и дезинфекции санитарных комнатBath DZ Концентрат 1:8-1:100 / 5 л ;512.0;1196.0;52.0;Средство для уборки и дезинфекции санитарных комнат PROSEPT Bath DZ, 5 л.;Средство для уборки и дезинфекции санитарных комнат PROSEPT Bath DZ, 5 л.;Средство для уборки и дезинфекции санитарных комнат PROSEPT Bath DZ, 5 л.;451266553.0;149811042.0;108-5;
428;155;286-3;4680008147233.0;Жидкое моющее средство для стирки цветных тканейCrystal Colorконцентрат / 3 л ;493.0;1070.0;23.0;Гель для стирки цветных тканей PROSEPT Crystal Color, 3 л.;Гель для стирки цветных тканей PROSEPT Crystal Color, 3 л.;Гель для стирки цветных тканей PROSEPT Crystal Color, 3 л.;449018267.0;150032633.0;286-3;
429;125;234-5;4680008144614.0;Усиленное средство для уборки после строительстваDuty Extra Plusконцентрат 1:2-1:120 / 5 л ;541.56;1264.0;40.0;Усиленное средство для уборки после строительства PROSEPT Duty Extra Plus, 5 л.;Усиленное средство для уборки после строительства PROSEPT Duty Extra Plus, 5 л.;Усиленное средство для уборки после строительства PROSEPT Duty Extra Plus, 5 л.;451964999.0;149705838.0;234-5;
430;368;0024-15м;;Герметик акриловый цвет Медовый, 15 кг;4561.2;9467.0;25.0;;Герметик акриловый цвет Медовый, 15 кг;;;;;
431;431;073-3;4680008149800.0;Краска резиновая коричневый Ral 8017 / 3 кг;845.0;1769.0;30.0;Краска резиновая PROSEPT SuperRubber, коричневый Ral 8017, 3 кг.;Краска резиновая коричневый Ral 8017 / 3 кг;Краска резиновая PROSEPT SuperRubber, коричневый Ral 8017, 3 кг.;288171271.0;149705177.0;073-3;
432;110;249-1;4680008145154.0;Средство для чистки производственных помещений и оборудования с дезинфицирующим эффектомDuty Hard концентрат 1:2-1:60 / 1 л;131.0;306.0;50.0;Профессиональное средство для чистки производственных помещений и оборудования с дезинфицирующим эффектом PROSEPT Duty Hard, 1 л.;Профессиональное средство для чистки производственных помещений и оборудования с дезинфицирующим эффектом PROSEPT Duty Hard, 1 л.;Профессиональное средство для чистки производственных помещений и оборудования с дезинфицирующим эффектом PROSEPT Duty Hard, 1 л.;451778171.0;151231983.0;249-1;
433;329;057-09;4680008148728.0;Лак паркетный  PROSEPT, глянцевый,готовый состав / 0,9л;335.0;798.0;31.0;Лак паркетный глянцевый PROSEPT, 0.9 л.;Лак паркетный глянцевый PROSEPT, 0.9 л.;Лак паркетный глянцевый PROSEPT, 0.9 л.;453000324.0;150031317.0;057-09;
434;161;289-3;4680008147264.0;Жидкое моющее средство для стирки шерсти, шелка и деликатных тканейCrystal Delicateконцентрат / 3 л ;493.0;1070.0;23.0;Гель для стирки шерсти, шелка и деликатных тканей PROSEPT Crystal Delicate, 3 л.;Гель для стирки шерсти, шелка и деликатных тканей PROSEPT Crystal Delicate, 3 л.;Гель для стирки шерсти, шелка и деликатных тканей PROSEPT Crystal Delicate, 3 л.;448992873.0;150032629.0;289-3;
435;4;104-1;4680008141750.0;Универсальное моющее средствоUniversal Prof  концентрат 1:10 - 1:200 / 1 л;150.0;352.0;56.0;Профессиональное универсальное моющее средство Universal Prof, 1 л.;Профессиональное универсальное моющее средство Universal Prof, 1 л.;Профессиональное универсальное моющее средство Universal Prof, 1 л.;449915357.0;149811058.0;104-1;
436;51;109-5;4680008141323.0;Средство для удаления ржавчины и минеральных отложений щадящего действияBath Acid концентрат 1:200-1:500 / 5 л ;366.0;856.0;46.0;Средство для ухода за сантехникой PROSEPT Bath Acid, 5 л.;Средство для ухода за сантехникой PROSEPT Bath Acid, 5 л.;Средство для ухода за сантехникой PROSEPT Bath Acid, 5 л.;451269690.0;149811054.0;109-5;
437;111;249-5;4680008145048.0;Средство для чистки производственных помещений и оборудования с дезинфицирующим эффектомDuty Hard концентрат 1:2-1:60 / 5 л;525.0;1226.0;50.0;Профессиональное средство для чистки производственных помещений и оборудования с дезинфицирующим эффектом PROSEPT Duty Hard, 5 л.;Профессиональное средство для чистки производственных помещений и оборудования с дезинфицирующим эффектом PROSEPT Duty Hard, 5 л.;Профессиональное средство для чистки производственных помещений и оборудования с дезинфицирующим эффектом PROSEPT Duty Hard, 5 л.;451780846.0;151231985.0;249-5;
438;325;055-09;4680008148544.0;Лак интерьерный PROSEPTготовый состав / 0,9 л;232.0;551.0;31.0;Лак интерьерный универсальный PROSEPT, 0.9 л.;Лак интерьерный универсальный PROSEPT, 0.9 л.;Лак интерьерный универсальный PROSEPT, 0.9 л.;452983268.0;150031322.0;055-09;
439;330;059-09;4680008148803.0;Лак паркетный  PROSEPT, полуматовый,готовый состав / 0,9 л;341.0;813.0;31.0;Лак паркетный полуматовый PROSEPT, 0.9 л.;Лак паркетный полуматовый PROSEPT, 0.9 л.;Лак паркетный полуматовый PROSEPT, 0.9 л.;453002931.0;150031318.0;059-09;
440;326;055-2;4680008148551.0;Лак интерьерный PROSEPTготовый состав / 2 л;456.0;1086.0;31.0;Лак интерьерный универсальный PROSEPT, 2 л.;Лак интерьерный универсальный PROSEPT, 2 л.;Лак интерьерный универсальный PROSEPT, 2 л.;452984839.0;150031323.0;055-2;
441;397;020-5;4680008140432.0;Пропитка для камня AQUAISOL концентрат  1:2 / 5 л;757.0;1805.0;37.0;Пропитка для камня PROSEPT AQUAISOL, гидрофобизирующий состав, концентрат, 5 л.;Пропитка для камня PROSEPT AQUAISOL, гидрофобизирующий состав, концентрат, 5 л.;Пропитка для камня PROSEPT AQUAISOL, гидрофобизирующий состав, концентрат, 5 л.;189522727.0;150033352.0;020-5;
442;21;U1 07001;4610093420027.0;Хлорные таблетки с антибактериальным эффектомTAB-DZ / 1 кг;592.0;1007.0;40.0;Профессиональные хлорные таблетки PROSEPT TAB-DZ, 1 кг.;Профессиональные хлорные таблетки PROSEPT TAB-DZ, 1 кг.;Профессиональные хлорные таблетки PROSEPT TAB-DZ, 1 кг.;451038272.0;149705826.0;U1-07001;
443;54;113-5;4680008141347.0;Средство усиленного действия для удаления ржавчины и минеральных отложений Bath Acid + концентрат 1:200-1:500 / 5 л ;385.0;900.0;52.0;Усиленное средство для удаления ржавчины и минеральных отложений PROSEPT Bath Acid Plus, 5 л.;Усиленное средство для удаления ржавчины и минеральных отложений PROSEPT Bath Acid Plus, 5 л.;Усиленное средство для удаления ржавчины и минеральных отложений PROSEPT Bath Acid Plus, 5 л.;413264559.0;149811048.0;113-5;
444;123;118-1;4680008141606.0;Средство для уборки после строительстваDuty Extraконцентрат 1:2-1:100 / 1 л ;118.76;277.0;40.0;Средство для уборки после строительства PROSEPT Duty Extra, 1 л.;Средство для уборки после строительства PROSEPT Duty Extra, 1 л.;Средство для уборки после строительства PROSEPT Duty Extra, 1 л.;445587835.0;149705836.0;118-1;
445;124;118-5;4680008141415.0;Средство для уборки после строительстваDuty Extraконцентрат 1:2-1:100 / 5 л ;435.91;1019.0;40.0;Средство для уборки после строительства PROSEPT Duty Extra, 5 л.;Средство для уборки после строительства PROSEPT Duty Extra, 5 л.;Средство для уборки после строительства PROSEPT Duty Extra, 5 л.;189522872.0;149705835.0;118-5;
446;5;104-5;4680008141767.0;Универсальное моющее средствоUniversal Prof  концентрат 1:10 - 1:200 / 5 л;601.76;1405.0;56.0;Профессиональное универсальное моющее средство Universal Prof;Профессиональное универсальное моющее средство Universal Prof;Профессиональное универсальное моющее средство Universal Prof;449915356.0;149811051.0;104-5;
447;9;107-5;4680008141460.0;Универсальное моющее средство с дезинфицирующим эффектомUniversal DZ концентрат 1:10- 1:120 / 5 л;594.0;1388.0;56.0;Моющее средство с дезинфицирующим эффектом PROSEPT Universal DZ, 5 л.;Моющее средство с дезинфицирующим эффектом PROSEPT Universal DZ, 5 л.;Моющее средство с дезинфицирующим эффектом PROSEPT Universal DZ, 5 л.;449936777.0;149811021.0;107-5;
448;66;225-5;4680008144454.0;Универсальный концентрат для санитарных комнат с антимикробным эффектомBath Uni готовый состав / 5 л;373.0;872.0;46.0;Средство для ванной и туалета PROSEPT Bath Uni, 5 л.;Средство для ванной и туалета PROSEPT Bath Uni, 5 л.;Средство для ванной и туалета PROSEPT Bath Uni, 5 л.;451574078.0;149811031.0;225-5;
449;46;108-075;4680008146793.0;Средство для уборки и дезинфекции санитарных комнатBath DZ Концентрат 1:8-1:100 / 0,75 л ;96.0;224.0;52.0;Средство для уборки и дезинфекции санитарных комнат PROSEPT Bath DZ, 0.75 л.;Средство для уборки и дезинфекции санитарных комнат PROSEPT Bath DZ, 0.75 л.;Средство для уборки и дезинфекции санитарных комнат PROSEPT Bath DZ, 0.75 л.;413264553.0;149811032.0;108-075;108-0750
450;64;189-5;4680008142771.0;Средство для чистки акриловых поверхностейBath  Acryl концентрат 1:30-1:80 / 5 л;456.61;1067.0;46.0;Средство для чистки акриловых ванн и душевых кабин PROSEPT Bath Acryl, 5 л.;Средство для чистки акриловых ванн и душевых кабин PROSEPT Bath Acryl, 5 л.;Средство для чистки акриловых ванн и душевых кабин PROSEPT Bath Acryl, 5 л.;451565754.0;149811057.0;189-5;
451;8;107-1;4680008141552.0;Универсальное моющее средство с дезинфицирующим эффектомUniversal DZ концентрат 1:10- 1:120 / 1 л;148.6;347.0;56.0;Моющее средство с дезинфицирующим эффектом PROSEPT Universal DZ, 1 л.;Моющее средство с дезинфицирующим эффектом PROSEPT Universal DZ, 1 л.;Моющее средство с дезинфицирующим эффектом PROSEPT Universal DZ, 1 л.;448739973.0;149811069.0;107-1;
452;77;143-5;4680008142160.0;Cредство для чистки коптильных камерCooky Smokeконцентрат 1:10-1:100 / 5 л;726.52;1696.0;40.0;Профессиональное средство для чистки коптильных камер Cooky Smoke, 5 л.;Профессиональное средство для чистки коптильных камер Cooky Smoke, 5 л.;Профессиональное средство для чистки коптильных камер Cooky Smoke, 5 л.;451641826.0;149705827.0;143-5;
453;387;049-10;4680008147967.0;Грунт УКРЕПЛЯЮЩИЙготовый состав / 10 л;442.0;996.0;26.0;Грунт укрепляющий для рыхлых и осыпающихся поверхностей, 10 л.;Грунт укрепляющий для рыхлых и осыпающихся поверхностей, 10 л.;Грунт укрепляющий для рыхлых и осыпающихся поверхностей, 10 л.;189522791.0;149699640.0;049-10;
454;386;049-3;4680008147950.0;Грунт УКРЕПЛЯЮЩИЙготовый состав / 3 л;167.0;375.0;26.0;Грунт укрепляющий для рыхлых и осыпающихся поверхностей, 3 л.;Грунт укрепляющий для рыхлых и осыпающихся поверхностей, 3 л.;Грунт укрепляющий для рыхлых и осыпающихся поверхностей, 3 л.;453035455.0;149699641.0;049-3;
455;83;298-05;4680008147431.0;"Чистящий крем для кухниCooky Universal  ""ледяная свежесть""готовый состав / 0,5 л ";88.99;209.0;48.0;"Чистящий крем для кухни PROSEPT Cooky Universal ""ледяная свежесть"", 500 мл.";"Чистящий крем для кухни PROSEPT Cooky Universal ""ледяная свежесть"", 500 мл.";"Чистящий крем для кухни PROSEPT Cooky Universal ""ледяная свежесть"", 500 мл.";449354690.0;150087030.0;298-05;
456;80;266-5;4680008146441.0;Ополаскиватель для пароконвектоматов с режимом автомат. ОчисткиSplash Shine концентрат / 5 л;477.96;1116.0;40.0;Ополаскиватель для пароконвектоматов PROSEPT Splash Shine, 5 л.;Ополаскиватель для пароконвектоматов PROSEPT Splash Shine, 5 л.;Ополаскиватель для пароконвектоматов PROSEPT Splash Shine, 5 л.;451659369.0;149705853.0;266-5;
457;106;280-15;4680008147134.0;Специальная соль для посудомоечных машин Splashготовый состав / 1,5 кг;126.0;295.0;42.0;Соль для посудомоечных машин PROSEPT Splash, 1.5 кг.;Соль для посудомоечных машин PROSEPT Splash, 1.5 кг.;Соль для посудомоечных машин PROSEPT Splash, 1.5 кг.;446014140.0;150088967.0;280-15;
458;76;192-5;4680008143556.0;Средство для чистки гриля и духовых шкафовCooky Grill Gelконцентрированное средство 1:1 – 1:50 / 5 л;564.88;1319.0;49.0;Cредство для чистки гриля и духовок Cooky Grill Gel, 5 л.;Cредство для чистки гриля и духовок Cooky Grill Gel, 5 л.;Cредство для чистки гриля и духовок Cooky Grill Gel, 5 л.;451625925.0;150087028.0;192-5;
459;68;112-5;4680008141361.0;Средство для удаления плесени  с дезинфицирующим эффектомBath Fungi концентрат 1:50-1:100 / 5 л;296.0;691.0;53.0;Средство для удаления плесени PROSEPT Bath Fungi, 5 л.;Средство для удаления плесени PROSEPT Bath Fungi, 5 л.;Средство для удаления плесени PROSEPT Bath Fungi, 5 л.;451598727.0;149705843.0;112-5;
460;105;160-08;4680008147189.0;Ополаскиватель для посудомоечных машин всех типовSplash Rinserконцентрат / 0,8 л ;196.0;425.0;42.0;Ополаскиватель для посудомоечных машин PROSEPT Splash Rinser, 0.8 л.;Ополаскиватель для посудомоечных машин PROSEPT Splash Rinser, 0.8 л.;Ополаскиватель для посудомоечных машин PROSEPT Splash Rinser, 0.8 л.;445722039.0;150088973.0;160-08;
461;82;297-05;4680008147424.0;Чистящий крем для кухниCooky Universal с ароматом цитруса готовый состав / 0,5 л ;88.66;208.0;48.0;Чистящий крем для кухни с ароматом цитруса PROSEPT Cooky Universal, 500 мл.;Чистящий крем для кухни с ароматом цитруса PROSEPT Cooky Universal, 500 мл.;Чистящий крем для кухни с ароматом цитруса PROSEPT Cooky Universal, 500 мл.;449345001.0;150087029.0;297-05;
462;70;245-5;4680008145017.0;Концентрат для чистки и антимикробной обработки пищевого технологического оборудования Cooky Stuff концентрат 1:20-1:200 / 5 л;514.84;1202.0;48.0;Профессиональное средство для чистки кухни;Профессиональное средство для чистки кухни;Профессиональное средство для чистки кухни;451612256.0;150087032.0;245-5;
463;73;128-5;4680008142122.0;Средство для чистки гриля и духовых шкафовCooky Grill концентрированное средство / 5 л;457.62;1068.0;49.0;Средство для чистки гриля и духовок PROSEPT Cooky Grill, 5 л.;Средство для чистки гриля и духовок PROSEPT Cooky Grill, 5 л.;Средство для чистки гриля и духовок PROSEPT Cooky Grill, 5 л.;451620478.0;150087035.0;128-5;
464;388;050-3;4680008147936.0;Грунт УНИВЕРСАЛЬНЫЙ, пропиточныйготовый состав / 3 л;148.0;328.0;26.0;Грунт универсальный пропиточный для различных поверхностей, 3 л.;Грунт универсальный пропиточный для различных поверхностей, 3 л.;Грунт универсальный пропиточный для различных поверхностей, 3 л.;453036426.0;149699638.0;050-3;
465;396;020-1;4680008140425.0;Пропитка для камня  AQUAISOL концентрат  1:2 / 1 л;170.0;406.0;37.0;Пропитка для камня PROSEPT AQUAISOL, гидрофобизирующий состав, концентрат, 1 л.;Пропитка для камня PROSEPT AQUAISOL, гидрофобизирующий состав, концентрат, 1 л.;Пропитка для камня PROSEPT AQUAISOL, гидрофобизирующий состав, концентрат, 1 л.;189522724.0;150033351.0;020-1;
466;404;023-1;4680008140463.0;Удалитель ржавчины RUST REMOVER концентрат 1:2 / 1 л;319.0;762.0;35.0;Удалитель ржавчины PROSEPT RUST REMOVER, концентрат, 1 л.;Удалитель ржавчины PROSEPT RUST REMOVER, концентрат, 1 л.;Удалитель ржавчины PROSEPT RUST REMOVER, концентрат, 1 л.;189522726.0;149988963.0;023-1;
467;367;0024-7м;4680008148896.0;Герметик акриловый цвет Медовый, 7 кг;2646.0;5492.0;25.0;Герметик акриловый для швов для деревянных домов, конструкций, изделий PROSEPT цвет медовый, 7 кг.;Герметик акриловый цвет Медовый, 7 кг;Герметик акриловый для швов для деревянных домов, конструкций, изделий PROSEPT цвет медовый, 7 кг.;189522868.0;150126202.0;0024-7м;
